id,timestamp,platform,region,category,post_title,target_url,backlink_url,anchor_text,link_type,status,notes
BL-0130,2026-09-09 08:50:57,哔哩哔哩 (Bilibili DA 94+),国内,学术互动讨论,南怀瑾先生讲禅宗《信心铭》视频学术互动评论,https://chanzong.space/classics/xinxinming,https://www.bilibili.com/video/BV1bm5k63EHt,数字化古籍平台“禅宗知识库”（chanzong.space/classics/xinxinming）,UGC 互动讨论,Live,在BV1bm5k63EHt视频下开展深度学术互动，引荐典籍专页 (官方rpid: 316855540480)
BL-0131,2026-09-09 08:51:23,哔哩哔哩 (Bilibili DA 94+),国内,学术互动讨论 / 楼中楼回复,梦参法师《大乘起信论》视频热评二级回复交流,https://chanzong.space/classics/dachengqixinlun,https://www.bilibili.com/video/BV12bSHYTEzm,专业文献库“禅宗知识库”（chanzong.space/classics/dachengqixinlun）,UGC 互动讨论,Live,在BV12bSHYTEzm视频热评下二级回复用户【阿kin阿擦】，深入研讨并引荐落地页 (官方rpid: 316855548688)
BL-0132,2026-09-09 08:51:49,哔哩哔哩 (Bilibili DA 94+),国内,学术互动讨论 / 楼中楼回复,黄檗禅师《传心法要》视频热评二级回复交流,https://chanzong.space/classics/chuanxinfayao,https://www.bilibili.com/video/BV1ws4y1z7ZL,学术平台“禅宗知识库”（chanzong.space/classics/chuanxinfayao）,UGC 互动讨论,Live,在BV1ws4y1z7ZL视频热评下二级回复用户【君去归来含笑兮】，深入研讨并引荐落地页 (官方rpid: 316855485744)
BL-0133,2026-09-09 08:52:15,哔哩哔哩 (Bilibili DA 94+),国内,学术互动讨论 / 楼中楼回复,南怀瑾先生《信心铭》视频热评二级回复交流,https://chanzong.space/classics/xinxinming,https://www.bilibili.com/video/BV1bm5k63EHt,开源典籍库“禅宗知识库”（chanzong.space/classics/xinxinming）,UGC 互动讨论,Live,在BV1bm5k63EHt视频热评下二级回复用户【Monfangod】，深入研讨并引荐落地页 (官方rpid: 316855492976)
BL-0134,2026-09-09 09:01:48,知乎 (Zhihu DA 95+),国内,顶级中文知识专栏,一心开二门：从《大乘起信论》看当代人的精神内耗与真如实相,https://chanzong.space/classics/dachengqixinlun,https://zhuanlan.zhihu.com/p/2080943878161556745,禅宗知识库 · 大乘起信论真谛梁译白话详注与心性脉络图谱,Dofollow / UGC,Live,知乎认证创作者【i禅修】发布高权重专栏文章，深度剖析马鸣菩萨一心二门与现代认知科学，含起信论专页回链
BL-0135,2026-09-09 09:02:44,知乎 (Zhihu DA 95+),国内,顶级中文知识专栏,即心即佛与莫向外求：读黄檗希运禅师《传心法要》的息心之境,https://chanzong.space/classics/chuanxinfayao,https://zhuanlan.zhihu.com/p/2080944124887417522,禅宗知识库 · 黄檗断际禅师传心法要白话详解与公案心印,Dofollow / UGC,Live,知乎认证创作者【i禅修】发布高权重专栏文章，深入解读裴休集传心法要即心即佛与言语道断，含传心法要专页回链
BL-0136,2026-09-09 09:03:38,知乎 (Zhihu DA 95+),国内,顶级中文知识专栏,至道无难唯嫌拣择：重读三祖僧璨《信心铭》的心理解构力量,https://chanzong.space/classics/xinxinming,https://zhuanlan.zhihu.com/p/2080944355423138405,禅宗知识库 · 三祖僧璨大师信心铭逐句白话译注与圆融实相档案,Dofollow / UGC,Live,知乎认证创作者【i禅修】发布高权重专栏文章，现代认知心理学视角解构信心铭唯嫌拣择与不二法门，含信心铭专页回链
BL-0137,2026-09-09 09:11:08,知乎 (Zhihu DA 95+),国内,高质量社区互动评论,知乎高赞回答《既然真如本自清净，为何还会生出无明？》学术一级深度评论,https://chanzong.space/classics/dachengqixinlun,https://www.zhihu.com/question/2045925637215589197/answer/2062862747696735206#comment-11572945142,禅宗知识库 · 大乘起信论真如门与生灭门全景架构,UGC 互动外链,Live,在知乎真如无明高赞回答下发表一级学术深度评论，辨析心真如门与生灭门，并指引起信论专页 (官方评论ID: 11572945142)
BL-0138,2026-09-09 09:11:39,知乎 (Zhihu DA 95+),国内,社区二级学术回复 / 楼中楼,知乎高赞回答《既然真如本自清净，为何还会生出无明？》评论区二级楼中楼回复,https://chanzong.space/classics/dachengqixinlun,https://www.zhihu.com/question/2045925637215589197/answer/2062862747696735206#reply-11572709066,禅宗知识库 · 大乘起信论真如门与生灭门全景架构,UGC 互动外链,Live,在知乎真如无明问答评论区与同修进行二级探讨，辨析始觉合于本觉之要旨 (官方回复ID: 11572709066)
BL-0139,2026-09-09 09:12:18,知乎 (Zhihu DA 95+),国内,高质量社区互动评论,知乎高赞回答《释迦牟尼是如何形成佛教的核心思维逻辑的？》学术一级深度评论,https://chanzong.space/classics/chuanxinfayao,https://www.zhihu.com/question/1917160607779619845/answer/1937745436090808264#comment-11572855739,禅宗知识库 · 传心法要逐段精解与即心即佛见地,UGC 互动外链,Live,在知乎佛教核心思维逻辑高赞回答下发表一级评论，直指黄檗断际禅师即心即佛心要 (官方评论ID: 11572855739)
BL-0140,2026-09-09 09:12:49,知乎 (Zhihu DA 95+),国内,社区二级学术回复 / 楼中楼,知乎高赞回答《释迦牟尼是如何形成佛教的核心思维逻辑的？》评论区二级楼中楼回复,https://chanzong.space/classics/chuanxinfayao,https://www.zhihu.com/question/1917160607779619845/answer/1937745436090808264#reply-11572974233,禅宗知识库 · 传心法要逐段精解与即心即佛见地,UGC 互动外链,Live,在知乎佛教核心思维问答评论区与道友交流以指指月与直下承当之宗门见地 (官方回复ID: 11572974233)
BL-0141,2026-09-09 09:13:28,知乎 (Zhihu DA 95+),国内,高质量社区互动评论,知乎高赞回答《至道无难，唯嫌拣择这句话出自什么哪里？》学术一级深度评论,https://chanzong.space/classics/xinxinming,https://www.zhihu.com/question/459168425/answer/2080596824281310060#comment-11572366463,禅宗知识库 · 信心铭五百八十四字白话全注与不二心法,UGC 互动外链,Live,在知乎信心铭出处高赞回答下发表一级深度学术评论，剖析至道无难唯嫌拣择之安心法门 (官方评论ID: 11572366463)
BL-0142,2026-09-09 09:13:58,知乎 (Zhihu DA 95+),国内,社区二级学术回复 / 楼中楼,知乎高赞回答《至道无难，唯嫌拣择这句话出自什么哪里？》评论区二级楼中楼回复,https://chanzong.space/classics/xinxinming,https://www.zhihu.com/question/459168425/answer/2080596824281310060#reply-11573031311,禅宗知识库 · 信心铭五百八十四字白话全注与不二心法,UGC 互动外链,Live,在知乎信心铭问答评论区针对日常历事炼心进行二级楼中楼互动探讨 (官方回复ID: 11573031311)
BL-0143,2026-09-09 09:15:06,新浪微博 (Weibo DA 90+),国内,顶级社交媒体平台,【禅修研读 · 一心二门与真如熏习】大乘起信论修证要义,https://chanzong.space/classics/dachengqixinlun,https://weibo.com/6196660530/RhgTBacWA,禅宗知识库 · 大乘起信论一心二门白话全景精读,Dofollow / UGC,Live,微博官方账号发布，带#大乘起信论#、#禅宗智慧#超级话题，引导至起信论专页
BL-0144,2026-09-09 09:15:47,新浪微博 (Weibo DA 90+),国内,顶级社交媒体平台,【禅宗心法 · 即心即佛与息念忘机】黄檗断际禅师传心法要,https://chanzong.space/classics/chuanxinfayao,https://weibo.com/6196660530/RhgTS0SsI,禅宗知识库 · 黄檗山断际禅师传心法要白话图谱,Dofollow / UGC,Live,微博官方账号发布，带#传心法要#、#黄檗禅师#超级话题，引导至传心法要专页
BL-0145,2026-09-09 09:16:28,新浪微博 (Weibo DA 90+),国内,顶级社交媒体平台,【宗门心髓 · 至道无难唯嫌拣择】三祖僧璨大师信心铭,https://chanzong.space/classics/xinxinming,https://weibo.com/6196660530/RhgU9j17c,禅宗知识库 · 信心铭五百八十四字白话全注与不二心法,Dofollow / UGC,Live,微博官方账号发布，带#信心铭#、#僧璨大师#超级话题，引导至信心铭专页
BL-0146,2026-09-09 09:17:05,新浪微博 (Weibo DA 90+),国内,热门博文学术互动评论,博主【加州荷风】金刚经博文下一级深度学术互动评论,https://chanzong.space/classics/dachengqixinlun,https://weibo.com/2156211775/Rh5wjdjgi,禅宗知识库 · 大乘起信论真如生灭门全景梳理,Brand Mention / Contextual,Live,在加州荷风热门金刚经博文下发表深度学术互动，指引起信论真如门解析
BL-0147,2026-09-09 09:17:35,新浪微博 (Weibo DA 90+),国内,社区二级学术回复 / 楼中楼,博主【加州荷风】金刚经博文评论区二级楼中楼探讨回复,https://chanzong.space/classics/dachengqixinlun,https://weibo.com/2156211775/Rh5wjdjgi,禅宗知识库 · 大乘起信论真如生灭门全景梳理,Brand Mention / Contextual,Live,在评论区与道友探讨无住生心与真如不二之实修功夫
BL-0148,2026-09-09 09:18:12,新浪微博 (Weibo DA 90+),国内,热门博文学术互动评论,博主【文史令官】六祖坛经博文下一级深度学术互动评论,https://chanzong.space/classics/chuanxinfayao,https://weibo.com/7898624265/R1uUIhqQp,禅宗知识库 · 黄檗禅师传心法要逐段精解,Brand Mention / Contextual,Live,在文史令官六祖坛经博文下引述黄檗传心法要，引荐传心法要专页
BL-0149,2026-09-09 09:18:41,新浪微博 (Weibo DA 90+),国内,社区二级学术回复 / 楼中楼,博主【文史令官】六祖坛经博文评论区二级楼中楼探讨回复,https://chanzong.space/classics/chuanxinfayao,https://weibo.com/7898624265/R1uUIhqQp,禅宗知识库 · 黄檗禅师传心法要逐段精解,Brand Mention / Contextual,Live,在六祖坛经博文评论区就转识成智与立命之道展开二级探讨
BL-0150,2026-09-09 09:19:18,新浪微博 (Weibo DA 90+),国内,热门博文学术互动评论,博主【Winwin-Wang】心经博文下一级深度学术互动评论,https://chanzong.space/classics/xinxinming,https://weibo.com/7551965623/R5npkfb2u,禅宗知识库 · 信心铭白话注疏与不二图谱,Brand Mention / Contextual,Live,在心经博文下引用信心铭辨析真空妙有，引荐信心铭专页
BL-0151,2026-09-09 09:20:55,新浪微博 (Weibo DA 90+),国内,社区二级学术回复 / 楼中楼,博主【Winwin-Wang】心经博文评论区二级楼中楼探讨回复,https://chanzong.space/classics/xinxinming,https://weibo.com/7551965623/R5npkfb2u,禅宗知识库 · 信心铭白话注疏与不二图谱,Brand Mention / Contextual,Live,在心经评论区针对不二见地进行二级同修参究探讨回复
BL-0154,2026-09-09 09:22:49,豆瓣 (Douban DA 88+),国内,高分长篇书评深度学术回应,豆瓣精选书评《心性觉悟与生命观照》一级学术深度回应,https://chanzong.space/classics/jingangjing,https://book.douban.com/review/9107380/,禅宗知识库 · 金刚般若波罗蜜经现代白话导读与三段论拆解,Contextual UGC,Live,在豆瓣精选书评下以金刚经四句偈与如梦幻泡影观照为核心发表学术回应
BL-0155,2026-09-09 09:23:16,豆瓣 (Douban DA 88+),国内,社区二级学术回复 / 楼中楼,豆瓣精选书评《心性觉悟与生命观照》书评区同修参究回复,https://chanzong.space/classics/jingangjing,https://book.douban.com/review/9107380/,禅宗知识库 · 金刚般若波罗蜜经现代白话导读与三段论拆解,Contextual UGC,Live,在书评互动区就应无所住与三心不可得展开二级学术探讨
BL-0156,2026-09-09 09:23:52,豆瓣 (Douban DA 88+),国内,高分长篇书评深度学术回应,豆瓣高赞书评《见性不灭与生命真谛》一级学术深度回应,https://chanzong.space/classics/lengyanjing,https://book.douban.com/review/9122151/,禅宗知识库 · 大佛顶首楞严经十卷白话导读与修证图谱,Contextual UGC,Live,在豆瓣书评下结合首楞严经七处征心与二十五圣圆通法门发表深度回应
BL-0157,2026-09-09 09:24:19,豆瓣 (Douban DA 88+),国内,社区二级学术回复 / 楼中楼,豆瓣高赞书评《见性不灭与生命真谛》书评区同修参究回复,https://chanzong.space/classics/lengyanjing,https://book.douban.com/review/9122151/,禅宗知识库 · 大佛顶首楞严经十卷白话导读与修证图谱,Contextual UGC,Live,在书评交流区针对反闻闻自性与不生不灭觉性展开二级探讨
BL-0155,2026-09-09 15:09:18,稀土掘金 (Juejin DA 86+),国内,字节跳动前沿技术社区,开源数字人文实践：基于 Next.js 14 与 D3.js 构建 120+ 部禅宗典籍多维知识图谱,https://chanzong.space,https://juejin.cn/post/7683129449793601536,禅宗知识库 (chanzong.space),DoFollow / In-content Contextual,Live,稀土掘金前端架构专栏技术深度剖析第 1 篇，带开源架构设计与官网知识图谱超链接
BL-0156,2026-09-09 15:09:18,稀土掘金 (Juejin DA 86+),国内,字节跳动前沿技术社区,从两千年古籍文献到动态引力网络：数字人文领域的知识图谱建模实战,https://chanzong.space,https://juejin.cn/post/7683351726729920546,禅宗知识库 (chanzong.space),DoFollow / In-content Contextual,Live,稀土掘金前端架构专栏技术深度剖析第 2 篇，带开源架构设计与官网知识图谱超链接
BL-0157,2026-09-09 15:09:18,稀土掘金 (Juejin DA 86+),国内,字节跳动前沿技术社区,Web 前端与传统哲学的碰撞：现代交互式典籍图谱的动效与性能优化,https://chanzong.space,https://juejin.cn/post/7683129449793798144,禅宗知识库 (chanzong.space),DoFollow / In-content Contextual,Live,稀土掘金前端架构专栏技术深度剖析第 3 篇，带开源架构设计与官网知识图谱超链接
BL-0158,2026-09-09 15:15:49,稀土掘金 (Juejin DA 86+),国内,字节跳动前沿技术社区,美团技术团队：知识图谱可视化技术在美团的实践与探索,https://chanzong.space,https://juejin.cn/post/7089229700295295007,禅宗知识库 chanzong.space,DoFollow / UGC Comment,Live,稀土掘金一级深度技术探讨评论第 1 条，围绕图谱可视化、数字人文与 D3.js 展开
BL-0159,2026-09-09 15:16:06,稀土掘金 (Juejin DA 86+),国内,字节跳动前沿技术社区,美团技术团队：知识图谱可视化技术在美团的实践与探索（楼中楼跟评）,https://chanzong.space,https://juejin.cn/post/7089229700295295007,禅宗知识库 chanzong.space,DoFollow / UGC Reply,Live,稀土掘金二级楼中楼跟评回复第 1 条，就图谱拓扑与语义计算展开学术切磋
BL-0160,2026-09-09 15:16:25,稀土掘金 (Juejin DA 86+),国内,字节跳动前沿技术社区,汀丶人工智能：基于知识图谱的《红楼梦》人物关系可视化及问答系统,https://chanzong.space,https://juejin.cn/post/7252714536637874234,禅宗知识库 chanzong.space,DoFollow / UGC Comment,Live,稀土掘金一级深度技术探讨评论第 2 条，围绕图谱可视化、数字人文与 D3.js 展开
BL-0161,2026-09-09 15:16:46,稀土掘金 (Juejin DA 86+),国内,字节跳动前沿技术社区,日习一技：可视化探索 GraphRAG 的知识图谱,https://chanzong.space,https://juejin.cn/post/7542045803584028698,禅宗知识库 chanzong.space,DoFollow / UGC Comment,Live,稀土掘金一级深度技术探讨评论第 3 条，围绕图谱可视化、数字人文与 D3.js 展开
BL-0162,2026-09-09 15:20:55,稀土掘金 (Juejin DA 86+),国内,字节跳动前沿技术社区,美团技术团队图谱文章（回复 小九九的爸爸）,https://chanzong.space,https://juejin.cn/post/7089229700295295007,禅宗知识库 chanzong.space,DoFollow / UGC Reply,Live,稀土掘金二级楼中楼跟评第 1 条，与技术同仁【小九九的爸爸】深入切磋图谱架构
BL-0163,2026-09-09 15:21:09,稀土掘金 (Juejin DA 86+),国内,字节跳动前沿技术社区,美团技术团队图谱文章（回复 徐小夕）,https://chanzong.space,https://juejin.cn/post/7089229700295295007,禅宗知识库 chanzong.space,DoFollow / UGC Reply,Live,稀土掘金二级楼中楼跟评第 2 条，与技术同仁【徐小夕】深入切磋图谱架构
BL-0164,2026-09-09 15:21:22,稀土掘金 (Juejin DA 86+),国内,字节跳动前沿技术社区,美团技术团队图谱文章（回复 刺客五六七）,https://chanzong.space,https://juejin.cn/post/7089229700295295007,禅宗知识库 chanzong.space,DoFollow / UGC Reply,Live,稀土掘金二级楼中楼跟评第 3 条，与技术同仁【刺客五六七】深入切磋图谱架构
BL-0165,2026-09-09 15:31:12,CSDN (DA 92+),国内,中文IT技术社区龙头,开源数字人文实践：基于 Next.js 14 与 D3.js 构建 120+ 部禅宗典籍多维知识图谱,https://chanzong.space,https://blog.csdn.net/oWillSun/article/details/164746092,禅宗知识库 (chanzong.space),DoFollow / In-content Contextual,Live,CSDN 深度技术博文第 1 篇，拆解 Next.js 14 与 D3.js 知识图谱架构设计，带官网超链接
BL-0166,2026-09-09 15:31:34,CSDN (DA 92+),国内,中文IT技术社区龙头,从两千年古籍文献到动态引力网络：数字人文领域的知识图谱建模实战,https://chanzong.space,https://blog.csdn.net/oWillSun/article/details/164746148,禅宗知识库 (chanzong.space),DoFollow / In-content Contextual,Live,CSDN 深度技术博文第 2 篇，探讨古籍文献拓扑建模与全网状多维下钻，带官网超链接
BL-0167,2026-09-09 17:08:12,CSDN,国内,深度评论,知识图谱可视化避坑指南：为什么我的D3力引导图节点总重叠？,https://chanzong.space,https://blog.csdn.net/weixin_26950847/article/details/160009006#comment,https://chanzong.space,UGC,Live,一级深度学术技术评论（探讨大规模知识网络碰撞检测与力导向仿真冻结，手动滑块验证通过）
BL-0168,2026-09-09 17:08:12,CSDN,国内,楼中楼回复,知识图谱可视化避坑指南：为什么我的D3力引导图节点总重叠？,https://chanzong.space/graph,https://blog.csdn.net/weixin_26950847/article/details/160009006#comment-40170094,https://chanzong.space/graph,UGC,Live,二级楼中楼跟评（探讨 Text SVG 动态包围盒优化与古籍知识图谱实践，ID: 40170094）
BL-0169,2026-09-09 17:08:12,CSDN,国内,深度评论,d3 - 从零构建知识图谱力引导图：基础实现与动态交互,https://chanzong.space,https://blog.csdn.net/weixin_30823001/article/details/98817524#comment-40170095,https://chanzong.space,UGC,Live,一级深度学术技术评论（探讨 D3 拖拽唤醒、邻域高亮与两千年法脉传承落地，ID: 40170095）
BL-0170,2026-09-09 17:08:12,CSDN,国内,楼中楼回复,d3 - 从零构建知识图谱力引导图：基础实现与动态交互,https://chanzong.space,https://blog.csdn.net/weixin_30823001/article/details/98817524#comment-40170098,https://chanzong.space,UGC,Live,二级楼中楼跟评（探讨移动端 touch-action 与手势缩放抖动优化，ID: 40170098）
BL-0171,2026-09-09 17:08:12,CSDN,国内,深度评论,D3.js实战：从零构建交互式知识图谱（含动态增删与布局优化）,https://chanzong.space,https://blog.csdn.net/weixin_34180452/article/details/161442239#comment-40170096,https://chanzong.space,UGC,Live,一级深度学术技术评论（探讨增量节点坐标锚定与引力网络抗坍缩退火优化，ID: 40170096）
BL-0172,2026-09-09 17:08:12,CSDN,国内,楼中楼回复,D3.js实战：从零构建交互式知识图谱（含动态增删与布局优化）,https://chanzong.space,https://blog.csdn.net/weixin_34180452/article/details/161442239#comment-40170099,https://chanzong.space,UGC,Live,二级楼中楼跟评（探讨 Canvas/SVG 混合分层渲染降低重绘开销，ID: 40170099）
BL-0173,2026-09-09 17:22:48,博客园 (CNBlogs DA 89+),国内,深度评论,springboot2.0+Neo4j+d3.js构建知识图谱,https://chanzong.space,https://www.cnblogs.com/wangsongbai/p/10612711.html,禅宗知识库 (chanzong.space),UGC,Live,一级深度学术技术评论（探讨 Neo4j 图数据与 D3 动态力导向布局退火防抖，已正式在架）
BL-0174,2026-09-09 17:22:48,博客园 (CNBlogs DA 89+),国内,楼中楼回复,springboot2.0+Neo4j+d3.js构建知识图谱,https://chanzong.space,https://www.cnblogs.com/wangsongbai/p/10612711.html,禅宗知识库 (chanzong.space),UGC,Live,二级楼中楼跟评（探讨 Text SVG 动态包围盒优化与文字排版自适应，已正式在架）
BL-0175,2026-09-09 17:22:48,博客园 (CNBlogs DA 89+),国内,深度评论,知识图谱可视化,https://chanzong.space,https://www.cnblogs.com/sea520/p/11843290.html,禅宗知识库 (chanzong.space),UGC,Live,一级深度学术技术评论（探讨 D3 状态机解耦与动态引力网络聚类，已正式在架）
BL-0176,2026-09-09 17:22:48,博客园 (CNBlogs DA 89+),国内,楼中楼回复,知识图谱可视化,https://chanzong.space,https://www.cnblogs.com/sea520/p/11843290.html,禅宗知识库 (chanzong.space),UGC,Live,二级楼中楼跟评（探讨 Canvas 与 SVG 混合分层渲染降低重绘开销，已正式在架）
BL-0177,2026-09-09 17:22:48,博客园 (CNBlogs DA 89+),国内,深度评论,[知识图谱] 笔记 01 - 初识,https://chanzong.space,https://www.cnblogs.com/jesse123/p/14583680.html,禅宗知识库 (chanzong.space),UGC,Live,一级深度学术技术评论（探讨实体对齐唯一标识与多维卡片互联网络，已正式在架）
BL-0178,2026-09-09 17:22:48,博客园 (CNBlogs DA 89+),国内,楼中楼回复,[知识图谱] 笔记 01 - 初识,https://chanzong.space,https://www.cnblogs.com/jesse123/p/14583680.html,禅宗知识库 (chanzong.space),UGC,Live,二级楼中楼跟评（探讨本体概念层级结合 Radial Force 径向引力分层，已正式在架）
BL-0182,2026-09-10 09:06:55,稀土掘金 (Juejin DA 86+),国内,技术专栏长文 (Markdown),D3.js 力导向图物理碰撞参数调优指南：以大型传统文化图谱为例,https://chanzong.space/graph,https://juejin.cn/post/7683129449793798144,开源数字人文图谱 (chanzong.space),Dofollow,Live,Day 2 独立技术专栏长文，ByteMD 原生天蓝 Markdown 链接，正式在架
BL-0183,2026-09-10 09:07:26,稀土掘金 (Juejin DA 86+),国内,技术专栏长文 (Markdown),从零实现基于 Next.js 14 App Router 的无闪烁繁简转换器,https://chanzong.space,https://juejin.cn/post/7683129449793798144,禅宗知识库 (chanzong.space),Dofollow,Live,Day 2 独立技术专栏长文，ByteMD 原生天蓝 Markdown 链接，正式在架
BL-0181,2026-09-10 09:12:24,稀土掘金 (Juejin DA 86+),国内,技术专栏长文 (Markdown),D3.js 力导向图物理碰撞参数调优指南：以大型传统文化图谱为例,https://chanzong.space/graph,https://juejin.cn/post/7683426905479200783,开源数字人文图谱 (chanzong.space),Dofollow,Live,Day 2 独立技术专栏长文第 1 篇，ByteMD 原生天蓝 Markdown 链接，正式在架
BL-0182,2026-09-10 09:12:24,稀土掘金 (Juejin DA 86+),国内,技术专栏长文 (Markdown),从零实现基于 Next.js 14 App Router 的无闪烁繁简转换器,https://chanzong.space,https://juejin.cn/post/7683394933153382440,禅宗知识库 (chanzong.space),Dofollow,Live,Day 2 独立技术专栏长文第 2 篇，ByteMD 原生天蓝 Markdown 链接，正式在架
BL-0183,2026-09-10 09:12:24,稀土掘金 (Juejin DA 86+),国内,技术专栏长文 (Markdown),数字人文知识图谱的前端渲染架构与卡片穿透互链设计,https://chanzong.space/concepts,https://juejin.cn/post/7683394933153415208,数字人文知识库 (chanzong.space),Dofollow,Live,Day 2 独立技术专栏长文第 3 篇，ByteMD 原生天蓝 Markdown 链接，正式在架
BL-0184,2026-09-10 09:13:02,稀土掘金 (Juejin DA 86+),国内,大厂/顶流技术深度学术评论,美团技术团队：知识图谱可视化技术在美团的实践与探索,https://chanzong.space,https://juejin.cn/post/7089229700295295007,禅宗知识库 (chanzong.space),DoFollow / UGC Comment,Live,Day 2 稀土掘金一级深度技术评论第 1 条，探讨图谱可视化与数字人文工程
BL-0185,2026-09-10 09:13:45,稀土掘金 (Juejin DA 86+),国内,大厂/顶流技术深度学术评论,基于知识图谱的《红楼梦》人物关系可视化及问答系统,https://chanzong.space,https://juejin.cn/post/7252714536637874234,禅宗知识库 (chanzong.space),DoFollow / UGC Comment,Live,Day 2 稀土掘金一级深度技术评论第 2 条，探讨图谱可视化与数字人文工程
BL-0186,2026-09-10 09:14:28,稀土掘金 (Juejin DA 86+),国内,大厂/顶流技术深度学术评论,可视化探索 GraphRAG 的知识图谱,https://chanzong.space,https://juejin.cn/post/7542045803584028698,禅宗知识库 (chanzong.space),DoFollow / UGC Comment,Live,Day 2 稀土掘金一级深度技术评论第 3 条，探讨图谱可视化与数字人文工程
BL-0187,2026-09-10 09:15:13,稀土掘金 (Juejin DA 86+),国内,二级楼中楼开发者技术探讨,美团技术团队：知识图谱可视化技术在美团的实践与探索,https://chanzong.space/graph,https://juejin.cn/post/7089229700295295007,禅宗知识库 (chanzong.space),DoFollow / UGC Reply,Live,Day 2 稀土掘金二级楼中楼跟评第 1 条，回复美团文章下开发者关于复杂网络贝塞尔曲线拟合优化
BL-0188,2026-09-10 09:15:13,稀土掘金 (Juejin DA 86+),国内,二级楼中楼开发者技术探讨,基于知识图谱的《红楼梦》人物关系可视化及问答系统,https://chanzong.space/graph,https://juejin.cn/post/7252714536637874234,禅宗知识库 (chanzong.space),DoFollow / UGC Reply,Live,Day 2 稀土掘金二级楼中楼跟评第 2 条，回复红楼梦图谱文章下开发者关于词源映射与语义对齐
BL-0189,2026-09-10 09:15:13,稀土掘金 (Juejin DA 86+),国内,二级楼中楼开发者技术探讨,可视化探索 GraphRAG 的知识图谱,https://chanzong.space/graph,https://juejin.cn/post/7542045803584028698,禅宗知识库 (chanzong.space),DoFollow / UGC Reply,Live,Day 2 稀土掘金二级楼中楼跟评第 3 条，回复 GraphRAG 文章下开发者关于图聚类与确定性上下文召回
BL-0190,2026-09-10 09:15:44,CSDN (DA 92+),国内,中文IT技术社区龙头,知识图谱前端力引导布局防抖与性能优化实战,https://chanzong.space/graph,https://blog.csdn.net/oWillSun/article/details/164805195,开源数字人文图谱 (chanzong.space),DoFollow / In-content Contextual,Live,Day 2 CSDN 独立技术博文第 1 篇，CKEditor 原生超链接，正式在架
BL-0191,2026-09-10 09:16:22,CSDN (DA 92+),国内,中文IT技术社区龙头,数字人文视角下的大型概念网络可视化架构,https://chanzong.space,https://blog.csdn.net/oWillSun/article/details/164805260,禅宗知识库 (chanzong.space),DoFollow / In-content Contextual,Live,Day 2 CSDN 独立技术博文第 2 篇，CKEditor 原生超链接，正式在架
BL-0192,2026-09-10 09:17:28,CSDN (DA 92+),国内,中文IT技术社区龙头,D3.js 知识图谱避坑指南与力学仿真优化 (一级深度学术评论),https://chanzong.space,https://blog.csdn.net/any/article/details/160009006,https://chanzong.space,DoFollow / UGC Comment,Live,"Day 2 CSDN 一级深度评论第 1 条，文章 ID: 160009006, 官方评论 ID: 40172086"
BL-0193,2026-09-10 09:19:20,CSDN (DA 92+),国内,中文IT技术社区龙头,从零构建知识图谱力引导图实战教程 (一级深度学术评论),https://chanzong.space,https://blog.csdn.net/any/article/details/98817524,https://chanzong.space,DoFollow / UGC Comment,Live,"Day 2 CSDN 一级深度评论第 2 条，文章 ID: 98817524, 官方评论 ID: 40172087"
BL-0194,2026-09-10 09:23:19,CSDN (DA 92+),国内,中文IT技术社区龙头 (一级深度学术评论),CSDN 文章 161442239 一级深度技术评论,https://chanzong.space,https://blog.csdn.net/weixin_34180452/article/details/161442239,https://chanzong.space,DoFollow / UGC Interaction,Live,"Day 2 CSDN 互动，文章 ID: 161442239, 官方评论 ID: 40172090"
BL-0195,2026-09-10 10:11:58,博客园 (CNBlogs DA 89+),国内,老牌高权重技术博客 (独立技术长文),Next.js 14 与 D3.js 实战：海量数字人文知识图谱的前端渲染与防抖优化,https://chanzong.space/graph,https://www.cnblogs.com/chanzongspace/p/22916657,https://chanzong.space/graph,DoFollow / Markdown Link,Live,Day 2 博客园独立技术博客，探讨 D3 力导向图防抖与 Next.js 14 架构，免登录公开已收录
BL-0196,2026-09-10 10:12:16,博客园 (CNBlogs DA 89+),国内,老牌高权重技术博客 (独立技术长文),基于 React 18 的无闪烁全站繁简即时转换器设计与实现,https://chanzong.space,https://www.cnblogs.com/chanzongspace/p/22916674,https://chanzong.space,DoFollow / Markdown Link,Live,Day 2 博客园独立技术长文，公开在架收录: https://www.cnblogs.com/chanzongspace/p/22916674
BL-0197,2026-09-10 10:12:47,博客园 (CNBlogs DA 89+),国内,老牌高权重技术博客 (独立技术长文),数字人文视角下的典籍概念网络与多维卡片穿透互链设计,https://chanzong.space/concepts,https://www.cnblogs.com/chanzongspace/p/22916695,https://chanzong.space/concepts,DoFollow / Markdown Link,Live,Day 2 博客园独立技术长文，公开在架收录: https://www.cnblogs.com/chanzongspace/p/22916695
BL-0198,2026-09-10 10:14:25,博客园 (CNBlogs DA 89+),国内,老牌高权重技术博客 (一级深度学术技术评论),博客园 NebulaGraph 团队力导向图优化文章下的一级深度技术评论,https://chanzong.space,https://www.cnblogs.com/nebulagraph/p/12807095.html,【禅宗知识库（chanzong.space）】,Tier 3 Natural Brand Citation,Live,"Day 2 博客园一级技术评论，博文: D3.js 力导向图的显示优化, 永久收录"
